Date,Close
2010-01-04,40.29079055786133
2010-01-05,40.29079055786133
2010-01-06,40.047752380371094
2010-01-07,40.07380294799805
2010-01-08,40.403629302978516
2010-01-11,40.23872375488281
2010-01-12,39.73529815673828
2010-01-13,40.230045318603516
2010-01-14,40.26475524902344
2010-01-15,39.796043395996094
2010-01-19,40.43834686279297
2010-01-20,39.856815338134766
2010-01-21,39.48356628417969
2010-01-22,38.32919692993164
2010-01-25,38.45940017700195
2010-01-26,38.49412536621094
2010-01-27,38.79789352416992
2010-01-28,37.79975128173828
2010-01-29,37.14008712768555
2010-02-01,37.54802703857422
2010-02-02,37.88654708862305
2010-02-03,38.09485626220703
2010-02-04,36.99252700805664
2010-02-05,37.30500411987305
2010-02-08,37.03593444824219
2010-02-09,37.41783142089844
2010-02-10,37.339725494384766
2010-02-11,37.903873443603516
2010-02-12,37.98202133178711
2010-02-16,38.468055725097656
2010-02-17,38.685054779052734
2010-02-18,38.92809295654297
2010-02-19,38.91072463989258
2010-02-22,38.83260726928711
2010-02-23,38.32919692993164
2010-02-24,38.71977996826172
2010-02-25,38.71109390258789
2010-02-26,38.84998321533203
2010-03-01,39.414154052734375
2010-03-02,39.53567123413086
2010-03-03,39.579063415527344
2010-03-04,39.709259033203125
2010-03-05,40.30815124511719
2010-03-08,40.386268615722656
2010-03-09,40.611934661865234
2010-03-10,40.941768646240234
2010-03-11,41.09798812866211
2010-03-12,41.10667419433594
2010-03-15,41.00252914428711
2010-03-16,41.26292419433594
2010-03-17,41.3757438659668
2010-03-18,41.514617919921875
2010-03-19,41.26350021362305
2010-03-22,41.63712692260742
2010-03-23,41.923866271972656
2010-03-24,41.72400665283203
2010-03-25,41.66318893432617
2010-03-26,41.70663070678711
2010-03-29,41.90648651123047
2010-03-30,42.04551315307617
2010-03-31,41.84566879272461
2010-04-01,41.84566879272461
2010-04-05,42.23666763305664
2010-04-06,42.35829544067383
2010-04-07,42.254032135009766
2010-04-08,42.34961700439453
2010-04-09,42.601600646972656
2010-04-12,42.6363525390625
2010-04-13,42.85355758666992
2010-04-14,43.36621856689453
2010-04-15,43.557376861572266
2010-04-16,43.0360221862793
2010-04-19,43.00995635986328
2010-04-20,43.227203369140625
2010-04-21,43.470481872558594
2010-04-22,43.713783264160156
2010-04-23,43.896236419677734
2010-04-26,43.80067443847656
2010-04-27,42.87095642089844
2010-04-28,42.897010803222656
2010-04-29,43.644248962402344
2010-04-30,42.784053802490234
2010-05-03,43.38360595703125
2010-05-04,42.08026885986328
2010-05-05,41.86302947998047
2010-05-06,40.46411895751953
2010-05-07,39.45621109008789
2010-05-10,41.506797790527344
2010-05-11,41.463348388671875
2010-05-12,42.2453498840332
2010-05-13,41.576290130615234
2010-05-14,40.776920318603516
2010-05-17,40.907264709472656
2010-05-18,40.34250259399414
2010-05-19,40.02100372314453
2010-05-20,38.53520965576172
2010-05-21,38.96095657348633
2010-05-24,38.804542541503906
2010-05-25,38.83930969238281
2010-05-26,38.40486145019531
2010-05-27,39.85590744018555
2010-05-28,39.621307373046875
2010-06-01,39.25638961791992
2010-06-02,40.18610382080078
2010-06-03,40.568382263183594
2010-06-04,39.17818069458008
2010-06-07,38.46567916870117
2010-06-08,38.39619064331055
2010-06-09,38.07467269897461
2010-06-10,39.160789489746094
2010-06-11,39.5344123840332
2010-06-14,39.525718688964844
2010-06-15,40.58578872680664
2010-06-16,40.7508544921875
2010-06-17,40.881202697753906
2010-06-18,40.915138244628906
2010-06-21,40.56690979003906
2010-06-22,40.253536224365234
2010-06-23,40.088138580322266
2010-06-24,39.47877502441406
2010-06-25,39.48661804199219
2010-06-28,39.34706497192383
2010-06-29,37.8293571472168
2010-06-30,37.253665924072266
2010-07-01,37.14899444580078
2010-07-02,37.044334411621094
2010-07-06,37.15771484375
2010-07-07,38.34398651123047
2010-07-08,38.55331039428711
